	published_at	player_name	title	description	label
223	2019-11-14 18:21:41+00:00	Darren Fells	Matthew Berry's Love/Hate for Week 11	Matthew Berry reveals his favorite and least-favorite plays for Week 11, and recounts the events that led to his absence from this column last week.	d
224	2019-11-20 20:58:27+00:00	Darren Fells	Colts-Texans Preview Capsule	INDIANAPOLIS (6-4) at HOUSTON (6-4) Thursday, 8:20 p.m. ET, FOX, NFL Network, Amazon Prime Video OPENING LINE — Texans by 3½ RECORD VS. SPREAD — Indianapolis 5-4-1, Houston 5-5 Most Read StoriesHere's when to see the Northern Lights from Seattle area on Wedne…	u
225	2019-11-13 23:50:20+00:00	Darren Fells	Fantasy football rankings for Week 11: Saints, Brees look to get offense back on track	New Orleans Saints QB Drew Brees, RB Alvin Kamara and WR Michael Thomas are all top-five fantasy picks in Week 11 against the Buccaneers.	d
226	2019-11-20 23:09:03+00:00	Darren Fells	Fantasy football rankings for Week 12: Aaron Rodgers takes aim at stout 49ers defense	Packers QB Aaron Rodgers set to face the 49ers' top-ranked pass defense; the Saints' Alvin Kamara, Michael Thomas lead RB, WR rankings.	u
227	2019-11-28 00:36:43+00:00	Darren Fells	Fantasy football rankings for Week 13: Dalvin Cook, Minnesota Vikings fresh off the bye	The Minnesota Vikings hope a week off will revitalize Kirk Cousins, Dalvin Cook and the rest of the offense as they visit the Seattle Seahawks.	u
228	2019-11-03 17:45:05+00:00	Darren Fells	No looking back: Watson on point as Texans top Jags 26-3	LONDON (AP) — Deshaun Watson’s most impressive throw Sunday went backward — a flip under pressure to running back Carlos Hyde, whose 7-yard gain set up Houston’s first TD in a 26-3 runaway over the Jacksonville Jaguars. The rugby-style pitch was spot-on perfe…	d
229	2019-11-14 14:55:43+00:00	Darren Fells	Fantasy Football 2019: Who To Start – And Who To Sit – In Week 11	Breaking things down position by position as to who you should start and sit in your fantasy football league in Week 11.	d
230	2019-11-07 12:00:45+00:00	Darren Fells	Fantasy Football Week 10: Updated Trade Value for Top 100 Players	We've hit the halfway point of the season, which means it's time to evaluate just how valuable NFL players have been in fantasy football, along with trying to project their value the rest of the way...	d
231	2019-11-14 12:00:00+00:00	Darren Fells	Fantasy Football Week 11: Examining Trade Value for This Year's Top 100 Players	This week, we'll take a deep dive on some fascinating running back situations on the trade value chart.   As always, we've accumulated the top 100 players in terms of trade value across fantasy football...	d
232	2019-11-29 16:50:14+00:00	Darren Fells	Week 13 Fantasy Football Forecast	Hayden Winks previews all fantasy-relevant players in his Week 13 Fantasy Forecast. (AP)	u
233	2019-11-21 17:53:58+00:00	Darren Fells	Week 12 Rankings	Patrick Daugherty ranks and analyzes all of Week 12's top plays. (Getty Images)	u
234	2019-11-28 00:45:54+00:00	Darren Fells	Week 13 Rankings	Patrick Daugherty ranks and analyzes all of Week 13's top plays. (AP)	u
235	2019-11-15 07:43:59+00:00	Darren Fells	Week 11 Start 'Em or Sit 'Em	Nick Mensio dives into the matchups and highlights some of his favorite starts and sits for Week 11. (Getty Images)	d
236	2019-11-14 17:53:27+00:00	Darren Fells	Week 11 Rankings	Patrick Daugherty breaks down all of Week 11's plays, including top-five RB Josh Jacobs. (AP)	d
237	2019-11-08 05:23:52+00:00	Darren Fells	Week 10 Start 'Em or Sit 'Em	Nick Mensio dives into the matchups and highlights some of his favorite starts and sits for Week 10. (AP)	d
238	2019-11-03 20:00:00+00:00	Jordan Akins	Creech: A successful business trip for Texans - Houston Chronicle	<p>Houston avoided all the hoopla of the London scene and came back with a 26-3 win over the Jaguars</p>	d
239	2019-11-21 07:11:04+00:00	Jordan Akins	Week 12 Fantasy Football Forecast (TNF)	Texans (24 projected points, -3.5 point spread) vs. IND Forecast: Deshaun Watson QB1, Carlos Hyde RB3, Duke Johnson RB3, DeAndre Hopkins WR1, Will Fuller (questionable) WR3/4, Kenny Stills WR4, Darren Fells TE2, Jordan Akins TE3 The Colts zone defense, in the…	u
240	2019-11-22 00:08:08+00:00	Jordan Akins	Texans vs. Colts odds, line: Thursday Night Football picks, predictions from top simulation on 92-63 run	SportsLine's advanced computer model simulated Thursday's Colts vs. Texans game 10,000 times.	u
241	2019-11-21 18:50:22+00:00	Jordan Akins	Texans vs. Colts odds, line: Thursday Night Football picks, predictions from dialed-in model on 92-63 run	SportsLine's advanced computer model simulated Thursday's Colts vs. Texans game 10,000 times.	u
242	2019-11-14 17:03:54+00:00	Jordan Akins	Fantasy Football Week 11 Tight End Preview: How do you replace George Kittle, Austin Hooper?	Heath Cummings gives you everything you need to know for Week 11, including injury updates, projections, and more.	d
243	2019-11-21 21:33:23+00:00	Jordan Akins	Texans vs. Colts odds, line: Thursday Night Football picks, predictions from simulation on 92-63 run	SportsLine's advanced computer model simulated Thursday's Colts vs. Texans game 10,000 times.	u
244	2019-11-12 21:15:47+00:00	Jordan Akins	Week 10: AFC Targets & Touches	Jesse Pantuosco dissects the latest AFC volume trends in Week 10 Targets and Touches. (AP)	d
245	2019-11-05 21:23:58+00:00	Jordan Akins	Week 9: AFC Targets & Touches	Jesse Pantuosco dissects the latest AFC volume trends in Week 9 Targets and Touches. (AP)	d
246	2019-11-19 21:53:53+00:00	Jordan Akins	Week 11: AFC Targets & Touches	Jesse Pantuosco dissects the latest AFC volume trends in Week 11 Targets and Touches. (AP)	u
247	2019-11-26 21:17:57+00:00	Jordan Akins	Week 12: AFC Targets & Touches	Jesse Pantuosco dissects the latest AFC volume trends in Week 12 Targets and Touches. (AP)	d
248	2019-11-25 23:44:36+00:00	Jordan Akins	Fantasy Football Week 12 Stealing Signals: Waiver targets, trade candidates, breakdowns for every game	Ben Gretch focuses on what matters for Fantasy players as he recaps every game from Week 12.	d
249	2019-11-21 00:44:35+00:00	Jordan Akins	NFL Week 12 WR/CB Matchups and TE Analysis	The Rotoworld WR/CB matchups column details the best-and-worst situations for the passing games from every Week 12 contest. Includes analysis on TEs. (AP)	u
250	2019-11-13 22:03:02+00:00	Jordan Akins	NFL Week 11 WR/CB Matchups and TE Analysis	The Rotoworld WR/CB matchups column details the best-and-worst situations for the passing games from every Week 11 contest. Includes analysis on TEs. (Getty Images)	d
251	2019-11-03 17:52:43+00:00	Jordan Akins	Texans run past Jaguars in London, 26-3		d
252	2019-11-03 15:54:45+00:00	Carlos Hyde	Deshaun Watson makes escape, finds Carlos Hyde to keep drive alive	Texans QB Deshaun Watson was hemmed in, but spotted his running back behind him and made a heads-up play that gained a first down.	d
253	2019-11-03 17:42:13+00:00	Carlos Hyde	Houston Texans 26-3 Jacksonville Jaguars: Texans win last London game of 2019	The Houston Texans rounded off this year's NFL London Series with a 26-3 win over the Jacksonville Jaguars in front of 84,771 at Wembley.	d
254	2019-11-03 17:45:05+00:00	Carlos Hyde	Can't-Miss Play: Carlos Hyde fumbles at goal line for touchback after 58-yard run	Jacksonville Jaguars safety Jarrod Wilson forces a fumble on Houston Texans running back Carlos Hyde at the goal line for a touchback. This game is streaming live on the Yahoo Sports mobile app, or on NFL NETWORK	d
255	2019-11-21 00:55:29+00:00	Carlos Hyde	Fantasy Football Hour - Colts vs. Texans	Fantasy experts Brad Evans & Nate Lundy and host Katy Winge analyze Thursday night’s showdown - focusing on Colts QB Jacoby Brissett & waiver wire gem RB Jonathan Williams, plus Texans RB Carlos Hyde.	d
256	2019-11-18 16:28:45+00:00	Carlos Hyde	Are the Indianapolis Colts contenders or pretenders? - ClutchPoints	Are the Indianapolis Colts contenders or pretenders? ClutchPoints NFL Power Rankings: Ravens have a fantastic QB, and a defense to match Yahoo Sports Texans lose to Ravens SportsMap Houston RB Carlos Hyde needs the Texans’ run game to do ‘a better job’ Texans…	d
257	2019-11-03 22:42:00+00:00	Carlos Hyde	NFL Week 9 grades: Texans get an 'A' for London win, Jets get an 'F' for ugly loss to Dolphins - CBSSports.com	NFL Week 9 grades: Texans get an 'A' for London win, Jets get an 'F' for ugly loss to Dolphins CBSSports.com What we learned from Sunday's Week 9 games NFL.com Deshaun Watson Says Popeyes Spicy Chicken Sandwich Healed His Eye Complex Traveling Texans taking o…	d
258	2019-11-04 20:32:33+00:00	Carlos Hyde	Watson shines as Texans win to enter off week atop AFC South	Wrapped up by two defenders and about to be pulled to the ground, Watson saw Carlos Hyde behind him and pitched the ball to the running back to avoid a sack and keep a drive alive in Houston's 26-3 victory over Jacksonville in London on Sunday.  ''I don't kno…	d
259	2019-11-03 17:53:59+00:00	Carlos Hyde	No looking back: Watson on point as Texans top Jags 26-3	Deshaun Watson's most impressive throw Sunday went backward - a flip under pressure to running back Carlos Hyde, whose 7-yard gain set up Houston's first TD in a 26-3 runaway over the Jacksonville Jaguars.  The rugby-style pitch was spot-on perfect for a game…	d
260	2019-11-03 15:12:49+00:00	Carlos Hyde	The Latest: Watson with a nice toss (backward) to set up TD	The Latest: Watson with a nice toss (backward) to set up TD as Texans take 9-0 lead over Jaguars	d
261	2019-11-03 17:44:49+00:00	Carlos Hyde	Deshaun Watson handles the pressure with ease in Texansâ victory	Texans QB Deshaun Watson made all the right decisions, throwing for two TDs in the Texans' easy victory over the Jaguars in London.	d
262	2019-11-21 12:21:01+00:00	Carlos Hyde	Start 'Em or Sit 'Em for Fantasy Football Week 12	Well, we're truly in it now.   With Week 12 of the 2019 fantasy football season about to get underway, the playoffs will be here before you know it. And depending on how the first 11 weeks went, getting there may hinge on peeling off a winning streak...	d
263	2019-11-22 05:13:00+00:00	Carlos Hyde	Colts fall 20-17 to Texans in battle for AFC South supremacy	Deshaun Watson threw two touchdown passes to DeAndre Hopkins, helping the Houston Texans beat the Indianapolis Colts 20-17 on Thursday night.	d
264	2019-12-01 12:30:03+00:00	Carlos Hyde	Week 14 NFL Picks: Odds Predictions and Top Prop Bets for Full Schedule	On Thursday, the New Orleans Saints clinched the NFC South title with a win over the Atlanta Falcons. The New England Patriots and San Francisco 49ers can join them as playoff certainties ...	d
265	2019-11-20 18:00:01+00:00	Carlos Hyde	NFL Week 12 Picks: Game Odds, Props, Lines and Over/Under Predictions	It's been an exciting and unpredictable  NFL  season so far, and Week 12 is shaping up to continue that trend...	d
266	2019-11-21 15:00:01+00:00	Carlos Hyde	Week 12 NFL Picks: Prop Bets Advice, Vegas Odds, Spreads and Predictions	With Week 12 here, the  NFL  playoff race is really beginning to heat up. Of the league's eight division-leaders, five hold a lead of one win or fewer heading into the weekend...	d
267	2019-11-18 23:38:00+00:00	Carlos Hyde	Debrief: Seven reinforced storylines in Week 11 - NFL.com	Debrief: Seven reinforced storylines in Week 11 NFL.com Making sense of the 2019 NFC playoff race - Eight good teams for six spots ESPN NFL Power Rankings: Ravens have a fantastic QB, and a defense to match Yahoo Sports RB Carlos Hyde needs the Texans’ run ga…	d
268	2019-11-11 22:55:51+00:00	Carlos Hyde	Chiefs put Martinas Rankin on injured reserve	The Chiefs had offensive linemen leave the game with knee injuries on back-to-back plays late in the first half of Sunday’s loss to the Titans and one of them won’t be coming back this year. Martinas Rankin started Sunday’s game at left guard, but kicked over…	d
269	2019-11-26 12:00:00+00:00	Carlos Hyde	Start 'Em, Sit 'Em Week 13: Lineup Advice, Stars to Exploit and Sleeper Options	As we roll into Thanksgiving week with three games on the slate for Turkey Day, fantasy owners have to put more thought into their lineups by Thursday...	d
270	2019-11-04 20:31:06+00:00	Carlos Hyde	Watson shines as Texans win to enter off week atop AFC South	Deshaun Watson shines for Houston with spectacular playmaking as Texans beat Jaguars 26-3 to enter off week atop AFC South	d
271	2019-11-11 22:55:51+00:00	Carlos Hyde	Chiefs put Martinas Rankin on injured reserve	The Chiefs had offensive linemen leave the game with knee injuries on back-to-back plays late in the first half of Sunday's loss to the Titans and one of them won't be coming back this year. Martinas Rankin started Sunday's game at left guard, but kicked over…	d
272	2019-11-22 04:27:39+00:00	Carlos Hyde	Hopkins has 2 TDs, Texans beat Colts 20-17 to top AFC South	Deshaun Watson threw two touchdown passes to DeAndre Hopkins and finished with 298 yards to help the Houston Texans beat the Indianapolis Colts 20-17 on Thursday night to take the AFC South lead.  The Texans (7-4), who were embarrassed by Baltimore 41-7 on Su…	d
273	2019-11-17 21:00:32+00:00	Carlos Hyde	Ravens embarrass Texans 41-7 for their sixth consecutive victory	Game by game, against other contenders, the Ravens are proving they have a chance to do something they haven't done since 2012. The Ravens dominated, annihilated, crushed, routed, smashed and otherwise embarrassed the Texans 41-7. At 8-2 and on a six-game win…	d
274	2019-11-08 14:18:51+00:00	Carlos Hyde	The Chiefs’ Run D Is Showing Marked Improvement	Aided by the performances of Derrick Nnadi and Reggie Ragland, the Chiefs run defense may no longer be a major weakness.	d
275	2019-11-04 01:47:45+00:00	Carlos Hyde	NFL Week 9 grades: Texans get an 'A' for London win, Packers and Jets both get an 'F' for ugly losses	Here are the Week 9 grades for every team that play on Sunday and Monday	d
276	2019-11-22 05:24:26+00:00	Carlos Hyde	Texans beat Colts to take AFC South lead	Deshaun Watson threw two touchdown passes to DeAndre Hopkins and finished with 298 yards passing  for Houston.	d
277	2019-12-01 14:15:34+00:00	Carlos Hyde	NFL Rumors: Texans not interested in hiring Patriots executive Nick Caserio after the season	The Houston Texans and New England Patriots squared off in a battle over Nick Caserio last offseason. But according to the latest rumors, the Texans aren't interested in hiring Caserio this offseason once his contract expires.	d
278	2019-11-06 17:03:02+00:00	Carlos Hyde	Week 10 Start 'Em & Sit 'Em: Running backs	If it seems like you can't trust half the backfields in the NFL in Week 10, well you're not wrong. Jamey Eisenberg helps you sort through it all with his start and sit calls for this week.	d
279	2019-11-04 04:41:35+00:00	Carlos Hyde	NFL Week 9 grades: Texans earn an 'A' for London win, Patriots get a 'D' for blowout loss	Here are the Week 9 grades for every team that play on Sunday and Monday	d
280	2019-11-03 17:45:05+00:00	Carlos Hyde	No looking back: Watson on point as Texans top Jags 26-3	No looking back: Watson on point as Texans top Jags 26-3	d
281	2019-11-17 21:10:43+00:00	Carlos Hyde	Ravens harass Watson, beat Texans 41-7 for 6th straight win	Ravens harass Watson, use 4 touchdown passes by Jackson to beat Texans 41-7 for sixth straight victory	d
282	2019-11-19 15:23:09+00:00	Carlos Hyde	Texans vs. Colts odds, line: Thursday Night Football picks, predictions from model on 92-63 run	SportsLine's advanced computer model simulated Thursday's Colts vs. Texans game 10,000 times.	d
283	2019-11-21 14:05:01+00:00	Carlos Hyde	Texans vs. Colts odds, line: Thursday Night Football picks, predictions from top-rated model on 92-63 run	SportsLine's advanced computer model simulated Thursday's Colts vs. Texans game 10,000 times.	d
284	2019-12-02 00:50:20+00:00	Carlos Hyde	Texans vs. Patriots: How to watch online, live stream info, game time, TV channel	How to watch Texans vs. Patriots football game	d
285	2019-12-01 01:28:09+00:00	Carlos Hyde	Patriots vs. Texans live stream, start time, TV channel: How to watch NFL Sunday Night Football	Sunday Night Football features an AFC showdown that has plenty of playoff implications for both the 10-1 New England Patriots and the 7-4 Houston Texans.	d
286	2019-11-22 04:32:56+00:00	Carlos Hyde	Hopkins has 2 TDs, Texans beat Colts 20-17 to top AFC South	Deshaun Watson threw two touchdown passes to DeAndre Hopkins and finished with 298 yards to help the Houston Texans beat the Indianapolis Colts 20-17 on Thursday night to take the AFC South lead.  The Texans (7-4), who were embarrassed by Baltimore 41-7 on Su…	d
287	2019-11-03 21:45:13+00:00	Carlos Hyde	NFL Scores Week 9: Top Fantasy Stars, Results and Latest Team Stats	Minshew Mania may be over. Jacksonville Jaguars rookie quarterback Gardner Minshew stumbled in London on Sunday, completing just 27 of 47 pass attempts for 309 yards and four turnovers...	d
288	2019-11-07 23:24:41+00:00	Carlos Hyde	Fournette's growth leads to role as peacemaker, playmaker	Running back Leonard Fournette is showing signs of growth and maturity for the Jacksonville Jaguars after a dismal 2018	d
289	2019-11-18 22:45:35+00:00	Carlos Hyde	Sack-happy Ravens have the defense to back up Lamar Jackson	Soaring Ravens finally get their reward for relentless pursuit of quarterbacks, ringing up seven sacks in 6th straight victory	d
290	2019-11-21 14:08:26+00:00	Carlos Hyde	DeAndre Hopkins' game evolves thanks to Texans' supporting cast	Hopkins' yards-per-catch average is down, but his receptions total is up and he's moving the chains more than any receiver in the AFC.	d
291	2019-11-20 21:42:48+00:00	Carlos Hyde	Texans vs. Colts odds, line: Thursday Night Football picks, predictions from top model on 92-63 run	SportsLine's advanced computer model simulated Thursday's Colts vs. Texans game 10,000 times.	d
292	2019-11-21 07:11:04+00:00	Carlos Hyde	Week 12 Fantasy Football Forecast (TNF)	Texans (24 projected points, -3.5 point spread) vs. IND Forecast: Deshaun Watson QB1, Carlos Hyde RB3, Duke Johnson RB3, DeAndre Hopkins WR1, Will Fuller (questionable) WR3/4, Kenny Stills WR4, Darren Fells TE2, Jordan Akins TE3 The Colts zone defense, in the…	d
293	2019-11-18 22:47:33+00:00	Carlos Hyde	Texans must put loss to Ravens behind them with Indy up next	The Houston Texans couldn't do much right in a blowout loss to the Baltimore Ravens on Sunday and have to move on quickly with Colts visiting Thursday night	d
294	2019-11-15 18:12:58+00:00	Carlos Hyde	Ravens vs. Texans: How to watch, schedule, live stream info, game time, TV channel	How to watch Ravens vs. Texans football game	d
295	2019-11-05 04:55:57+00:00	Carlos Hyde	NFL Week 9 grades: Texans earn an 'A' for London win, Patriots get a 'D,' Cowboys get 'B+' for Monday win	Here are the Week 9 grades for every team that play on Sunday and Monday	d
296	2019-11-19 14:44:32+00:00	Carlos Hyde	Fantasy intel for all 32 NFL teams ahead of Week 12	From Kenyan Drake to Jonathan Williams, Mike Clay has the info you need to make fantasy football decisions for Week 12.	d
297	2019-11-17 14:30:53+00:00	Carlos Hyde	How to watch Ravens vs. Texans: NFL live stream info, TV channel, time, game odds	How to watch Ravens vs. Texans football game	d
298	2019-11-17 17:30:28+00:00	Carlos Hyde	Ravens vs. Texans: How to watch NFL online, TV channel, live stream info, game time	How to watch Ravens vs. Texans football game	d
299	2019-11-25 19:33:20+00:00	Carlos Hyde	NFL Second-Contract Bargains and Busts: Running Backs Include Highly Paid Le’Veon Bell, Todd Gurley	Which running backs who are not on their rookie contracts are delivering the most and least bang for their teams’ bucks? The best bargain? Journeyman Carlos Hyde.	d
300	2019-11-17 15:10:32+00:00	Carlos Hyde	Texans vs. Ravens odds: 2019 NFL picks, Week 11 predictions from top-rated computer model	The SportsLine Projection Model has simulated Sunday's Texans vs. Ravens game 10,000 times.	d
301	2019-11-15 14:51:11+00:00	Carlos Hyde	Texans at Ravens prediction: How to watch, stream Deshaun Watson vs. Lamar Jackson on CBS, CBS All Access	Everything you need to know about this weekend's clash of AFC contenders	d
302	2019-11-15 20:11:09+00:00	Carlos Hyde	Texans vs. Ravens odds: 2019 NFL picks, Week 11 predictions from proven computer model	The SportsLine Projection Model has simulated Sunday's Texans vs. Ravens game 10,000 times.	d
303	2019-11-17 14:44:18+00:00	Carlos Hyde	Week 11 NFL picks, best bets from a legendary expert: This three-way football parlay would pay out 6-1	Hammerin' Hank Goldberg just locked in his top Week 11 NFL parlay.	d
304	2019-11-27 16:48:31+00:00	Carlos Hyde	Patriots-Texans Preview Capsule	NEW ENGLAND (10-1) at HOUSTON (7-4) Sunday, 8:20 p.m. ET, NBC OPENING LINE — Patriots by 4 RECORD VS. SPREAD — Patriots 7-4, Texans 5-6 Most Read StoriesWhat's happening to Paul Allen's billions? A year after his death, it's complicated VIEWBoeing 777X's fuse…	d
305	2019-11-22 04:26:57+00:00	Carlos Hyde	Hopkins has 2 TDs, Texans beat Colts 20-17 to top AFC South	HOUSTON (AP) — Deshaun Watson threw two touchdown passes to DeAndre Hopkins and finished with 298 yards to help the Houston Texans beat the Indianapolis Colts 20-17 on Thursday night to take the AFC South lead. The Texans (7-4), who were embarrassed by Baltim…	d
306	2019-11-14 22:04:59+00:00	Carlos Hyde	It’s Jackson vs. Watson in duel between Ravens and Texans	Ravens and Lamar Jackson take on Deshaun Watson and the Texans in a duel between first-place teams in the AFC	d
307	2019-11-27 22:58:00+00:00	Carlos Hyde	O’Brien tries for 1st win over Belichick as Texans host Pats	O’Brien tries for 1st win over Belichick as Texans host Pats	d
308	2019-11-22 08:12:49+00:00	Carlos Hyde	Hopkins has 2 TDs, Texans beat Colts 20-17 to top AFC South	Will Fuller, who returned after sitting out three games with a hamstring injury, had seven catches for 140 yards for the Texans.	d
309	2019-11-03 17:50:15+00:00	Carlos Hyde	No looking back: Watson on point as Texans top Jags 26-3	Deshaun Watson's most impressive throw Sunday went backward — a flip under pressure to running back Carlos Hyde, whose 7-yard gain set up Houston's first TD in a 26-3 runaway over the Jacksonville Jaguars.	d
310	2019-11-03 17:35:40+00:00	Carlos Hyde	Deshaun Watson, Texans Dominate Gardner Minshew, Jaguars in London	London has become the Jacksonville Jaguars' home away from home, as the franchise has played in London for seven straight seasons.   Unfortunately, that has not translated to any type of home-field advantage...	d
311	2019-11-22 22:35:31+00:00	Carlos Hyde	Cowboys star LB Leighton Vander Esch to miss Patriots game with neck injury	Vander Esch will sit out a second game because of lingering issues from a neck injury sustained last month against Philadelphia.	d
312	2019-11-17 23:03:18+00:00	Carlos Hyde	Lamar Jackson, Baltimore turn Houston showdown into a laugher	The Ravens sacked Deshaun Watson six times and created five turnovers, while Jackson threw for four scores in Baltimore’s sixth straight win.	d
313	2019-11-25 16:41:15+00:00	Carlos Hyde	Fantasy Football Rankings Week 13: Running back	Rashaad Penny and Benny Snell Jr. are shaking up our Week 13 fantasy RB rankings, and there are plenty of big-name backs ready to put up Thanksgiving fantasy points.	d
314	2019-11-03 21:42:41+00:00	Carlos Hyde	Jacksonville Jaguars not inspired by Jorfa Archer as Texans dominate NFL London 2019 finale	HOUSTON TEXANS 26-3 JACKSONVILLE JAGUARS: DeShaun Watson's playoff contenders ran out victorious at Wembley	d
315	2019-11-04 13:21:43+00:00	Carlos Hyde	Deshaun Watson: No limits on fun plays and crazy throws	Texans quarterback Deshaun Watson's left eye still showed the damage done when he took a cleat to the face while throwing a game-winning touchdown pass against Oakland in Week Eight, but the swelling didn't do anything to take away from his play or his abilit…	d
316	2019-11-22 20:39:49+00:00	Carlos Hyde	Texans get big win, face test with Patriots up next	Deshaun Watson and the Houston Texans got back on track with a win over the Colts on Thursday night to take over the AFC South lead.  Now they'll have extra time to prepare for their next test with a visit from the Patriots on Dec. 1.  Houston improved to 7-4…	d
317	2019-11-21 19:41:59+00:00	Carlos Hyde	Colts vs. Texans betting picks and predictions	From the opening kickoff to the final whistle we break down the best ways to wager the odds for the Thursday nighter. (AP)	d
318	2019-11-07 23:25:39+00:00	Carlos Hyde	Fournette's growth leads to role as peacemaker, playmaker	Jaguars running back Leonard Fournette was in the middle of three dustups this season - and got praised for how he handled them.  Fournette pulled coach Doug Marrone away from cornerback Jalen Ramsey during their heated sideline exchange in mid-September.  Fo…	d
319	2019-11-27 23:06:31+00:00	Carlos Hyde	Patriots-Texans Preview	New England coach Bill Belichick has had plenty of success against his former assistants turned head coaches.  O'Brien was asked about his lack of success against Belichick since taking over in Houston in 2014.  ''Obviously we've struggled against the Patriot…	d
320	2019-11-18 22:46:23+00:00	Carlos Hyde	Sack-happy Ravens have the defense to back up Lamar Jackson	Through the first nine games of the season, the Baltimore Ravens’ relentless pursuit of opposing quarterbacks garnered just 16 sacks, a few hurried throws and a whole lot of frustration.  It was suggested that the loss of free agents Za’Darius Smith and Terre…	d
321	2019-11-17 22:25:44+00:00	Carlos Hyde	Ravens harass Watson, beat Texans 41-7 for 6th straight win	Making matters worse for the Houston Texans: They couldn’t handle the elusive and talented Lamar Jackson.  Jackson threw four touchdown passes and ran for 86 yards to help Baltimore extend its winning streak to six games with a 41-7 rout of the Texans on Sund…	d
322	2019-11-17 21:13:01+00:00	Carlos Hyde	Ravens harass Watson, beat Texans 41-7 for 6th straight win	Jackson threw four touchdown passes, ran for 86 yards and helped the Baltimore Ravens roll to their sixth straight victory, 41-7 over the Houston Texans on Sunday.  The game was billed as a matchup between first-place AFC teams and two of the best double-thre…	d
323	2019-11-18 22:48:30+00:00	Carlos Hyde	Texans must put loss to Ravens behind them with Indy up next	The Houston Texans couldn't do much right in a blowout loss to the Baltimore Ravens on Sunday.  ''We have to turn the page quickly,'' coach Bill O'Brien said.  Receiver DeAndre Hopkins agreed and stressed the importance of beating the Colts if the Texans hope…	d
324	2019-11-19 11:00:08+00:00	Carlos Hyde	Fantasy football: Top pick-ups and drops after Week 11	The Post’s Drew Loftis evaluates all the relevant fantasy football news from Week 10 of the NFL season. Looking up Baker Mayfield QB, Browns Combined averages of defenses he has faced have allowed 7.3 fantasy points fewer per week than the combined teams rema…	d
325	2019-11-18 22:47:33+00:00	Carlos Hyde	Texans must put loss to Ravens behind them with Indy up next	HOUSTON (AP) — The Houston Texans couldn’t do much right in a blowout loss to the Baltimore Ravens on Sunday. They don’t have time to dwell on the embarrassing 41-7 defeat with a visit from the Indianapolis Colts coming on Thursday night; the winner will be i…	d
326	2019-11-18 22:45:35+00:00	Carlos Hyde	Sack-happy Ravens have the defense to back up Lamar Jackson	OWINGS MILLS, Md. (AP) — Through the first nine games of the season, the Baltimore Ravens’ relentless pursuit of opposing quarterbacks garnered just 16 sacks, a few hurried throws and a whole lot of frustration. It was suggested that the loss of free agents Z…	d
327	2019-11-14 22:04:59+00:00	Carlos Hyde	It’s Jackson vs. Watson in duel between Ravens and Texans	BALTIMORE (AP) — The Baltimore Ravens and Houston Texans each have used a dual-threat quarterback and an opportunistic defense to become first-place teams in the AFC. Now it’s time to find out who does it better. The Ravens (7-2) have won five straight, their…	d
328	2019-11-22 20:38:22+00:00	Carlos Hyde	Texans get big win, face test with Patriots up next	HOUSTON (AP) — Deshaun Watson and the Houston Texans got back on track with a win over the Colts on Thursday night to take over the AFC South lead. Now they’ll have extra time to prepare for their next test with a visit from the Patriots on Dec. 1. Houston im…	d
329	2019-11-21 20:26:33+00:00	Carlos Hyde	Thursday Night Football odds, spread: Colts vs. Texans picks, top predictions from expert who's 23-10	RJ White has his finger on the pulse of Jacoby Brissett and the Colts.	d
330	2019-11-04 04:34:48+00:00	Carlos Hyde	Ravens show Patriots what it’s going to be like going forward	BALTIMORE — The Ravens were a litmus test for the Patriots, facing their first decent team, with a legitimate quarterback at the helm. Lamar Jackson certainly caused problems, and the Ravens running attack continued to expose the one area of the Patriots defe…	d
331	2019-11-03 22:28:10+00:00	Carlos Hyde	Brian Flores, Miami off the schneid thanks to that old standby, the Jets	Ryan Fitzpatrick threw three touchdown passes and the Dolphins are winless no more, joining Gang Green at a dismal 1-7.	d
332	2019-11-28 04:37:50+00:00	Carlos Hyde	Fantasy Football Beat: Tom Brady the better option than Deshaun Watson this week?	Is Tom Brady a better option than Deshaun Watson this week? Which Patriots and Texans can you trust? Phil Perry has his answers in this week's fantasy football beat as the fantasy playoffs draw nearer.	d
333	2019-11-21 04:20:13+00:00	Carlos Hyde	AFC South Showdown on Thursday Night Football	Connor Allen breaks down tonight's matchup between the Colts and Texans as well as the rest of the news around the league in Thursday's dose. (AP)	d
334	2019-11-22 04:41:27+00:00	Carlos Hyde	Nuk Scores Twice, Texans Win	Ryan McDowell covers the latest NFL news, including the Texans' crucial division win over the Colts on Thursday night. (Getty Images)	d
335	2019-11-05 21:23:58+00:00	Carlos Hyde	Week 9: AFC Targets & Touches	Jesse Pantuosco dissects the latest AFC volume trends in Week 9 Targets and Touches. (AP)	d
336	2019-11-12 21:15:47+00:00	Carlos Hyde	Week 10: AFC Targets & Touches	Jesse Pantuosco dissects the latest AFC volume trends in Week 10 Targets and Touches. (AP)	d
337	2019-11-11 00:29:03+00:00	Carlos Hyde	Even Patrick Mahomes can’t bail out the Chiefs’ run defense every week	The Colts, Texans, and Titans all followed the same blueprint to carve up the Chiefs defense.	d
